objectid,trail_id,trail_name,park_name_short,park_name,park_name_full,blaze_color_full,blaze_color_short,base_color,cap_color,dot_color,dash_color,image_link,mileage,track,track_num,difficulty,configuration,surface,service_road,globalid,trail_status,shape_length
14168,BP5133,Yellow with Black Dot and Red Cap,BP,Boyce,Boyce Park,<Null>,<Null>,,,,,<Null>,0.02747998,,,Moderate,Connector,,,{A253E7CF-2D6C-40C7-A1D5-DF215156A2F9},Closed,0.000477834191940227
14169,BP5134,Green with Orange Cap,BP,Boyce,Boyce Park,Green with Orange Cap,GN/OR Cap,Green,Orange, , ,http://apps.alleghenycounty.us/GIS/GREENbase_ORANGEcap.png,0.01113508,,,Easy-Moderate,Access,,,{C1797297-A772-4A16-9776-90E96D7782C6},Active,0.000208711666234546
14170,BP5135,White with Red Dot and Red Cap,BP,Boyce,Boyce Park,White with Red Dot and Red Cap,WT/RD Dot/RD Cap,White,Red,Red, ,http://apps.alleghenycounty.us/GIS/WHITEbase_REDdot_REDcap.png,0.06524244,,,Easy-Moderate,Connector,,,{445DFF43-E370-4EEE-B45C-DF6BD87DED18},Active,0.0010893178510962
14171,BP13196,,BP,Boyce,Boyce Park,<Null>,<Null>,,,,,<Null>,0.10499688,,,,Connector,,No,{B37AD9C9-8CC0-46D2-9DED-4B67B02EB079},Active,0.00172717738874679
14172,BP5137,Blue with Red Cap,BP,Boyce,Boyce Park,Blue with Red Cap,BL/RD Cap,Blue,Red, , ,http://apps.alleghenycounty.us/GIS/BLUEbase_REDcap.png,0.10058596,,,Easy,Connector,,,{AFADDB79-38F7-4D49-9CFD-52D11B67D393},Active,0.00176705841683816
14173,BP13200,Blue with Red Dot,BP,Boyce,Boyce Park,Blue with Red Dot,BL/RD Dot,Blue,,Red,,http://apps.alleghenycounty.us/GIS/BLUEbase_REDdot.png,1.57188732,,,Easy-Moderate,Point to Point,Dirt,No,{7E24EE3E-1250-4B1D-8C54-A305DCE6F674},Active,0.0256015321622496
14174,BP13201, ,BP,Boyce,Boyce Park,<Null>,<Null>,,,,,<Null>,0.04371428,,,Easy-Moderate,Access,Dirt,No,{D9705A71-6D14-43F8-9043-5B6E9AAE3F1E},Active,0.000818788758885123
14175,BP5144,Orange with Brown Dot,BP,Boyce,Boyce Park,<Null>,<Null>,, ,,,<Null>,0.03904073,,,Moderate,Access,,,{A37A1335-369A-4473-AE9B-CE7A4762400F},Closed,0.000676382734533348
14176,BP5145,Gravel or Paved Trail/Road,BP,Boyce,Boyce Park,Gravel or Paved Trail/Road,GY,Gray, , , ,http://apps.alleghenycounty.us/GIS/GRAY.png,1.05206261,,,Easy,Gravel Service Road,Reclaimed Asphalt,Yes,{B9857778-8D9F-47D5-BB12-0456D10C7A93},Active,0.0166572415919997
14177,BP5146,Gravel or Paved Trail/Road,BP,Boyce,Boyce Park,Gravel or Paved Trail/Road,GY,Gray, , , ,http://apps.alleghenycounty.us/GIS/GRAY.png,0.4947782,,,Easy-Moderate,Gravel Service Road,Reclaimed Asphalt,Yes,{CAE56A31-A807-4073-9493-C9EEFC90EA2D},Active,0.00874349099577008
14178,BP5147,Gravel or Paved Trail/Road,BP,Boyce,Boyce Park,Gravel or Paved Trail/Road,GY,Gray, , , ,http://apps.alleghenycounty.us/GIS/GRAY.png,0.38477337,,,Moderate,Gravel Service Road,Crushed Limestone,Yes,{A1139EEF-6A87-4B2F-8F02-9EF82DE6B5F4},Active,0.00658040365276275
14179,BP5148,Green with Green Cap,BP,Boyce,Boyce Park,Green with Green Cap,GN/GN Cap,Green,Green, , ,http://apps.alleghenycounty.us/GIS/GREENbase_GREENcap.png,0.02148242,,,Easy,Access,,,{9C4C84C6-61BB-438D-A22D-94402F8DD5C1},Active,0.000380651915416106
14182,BP6227, ,BP,Boyce,Boyce Park,,,,,,,,0.03707365,,,,,,,{F2959DEA-5084-4BBD-A9CD-8BDFC5143EE3},Closed,0.000575294289830512
14216,BP4974, ,BP,Boyce,Boyce Park,,,,,,,,0.01601428,,,,,,,{2BC663EC-E392-458F-8D85-4B8E8DCFB185},Active,0.000270798093192972
14217,BP5076, ,BP,Boyce,Boyce Park,,,,,,,,0.13349759,,,,,,,{496E6399-7D52-4962-ADE6-9EFD527AEEFB},Active,0.00226695483378275
14219,BP24780,Yellow  Loop Access,BP,Boyce,Boyce Park,Yellow,YL,Yellow,,,,http://apps.alleghenycounty.us/GIS/YELLOWbase.png,0.08790278,,,Easy-Moderate,Access,Dirt,No,{0510D0E3-47A7-491E-92C6-4F53278EDA0D},Active,0.00153426098325502
14220,SP2230, ,SP,South Park,South Park,,,,,,,,0.11053024,,,,,,,{BA0CE0D5-E893-40AE-8A45-44F3B0BF807F},Active Trail,0.001784091408066
14221,SP2231, ,SP,South Park,South Park,,,,,,,,0.13091986,,,,,,,{18D267D2-5C92-40DE-B7DC-3942421BCEFD},Active Trail,0.00217373374773301
14223,SP77, ,SP,South Park,South Park,,,,,,,,0.06711588,,,Easy-Moderate,Access,,,{FD5B175D-1ADD-4FD0-B858-E6B43660C134},Closed,0.00111023308135059
14224,SP25597, ,SP,South Park,South Park,,,,,,,,0.09328031,,,Easy-Moderate,Access,Dirt,,{39021C9A-C1C9-4DEC-8C19-1F9B0884C929},Active Trail,0.00154866746429691
14225,SP2239, ,SP,South Park,South Park,,,,,,,,0.06837006,,,,,,,{231A5FC3-0891-4D4E-A168-CF5F2F849B8C},Active Trail,0.00125482153731256
14226,SP2240, ,SP,South Park,South Park,,,,,,,,0.23660765,,,,,,,{A19FB157-CDFA-42E4-9384-FFD9C330536E},Active Trail,0.00401750380249993
14227,SP2241, ,SP,South Park,South Park,,,,,,,,0.14050693,,,,,,,{EA313140-37C2-4F06-B076-9C97A2D58929},Active Trail,0.00231670511610895
14228,SP2243, ,SP,South Park,South Park,,,,,,,,0.11006847,,,,,,,{B7A11D19-1B8F-451E-8628-77101551B391},Active Trail,0.00204665159593896
14229,SP2249, ,SP,South Park,South Park,,,,,,,,0.05757568,,,,,,,{1D30E123-051B-404D-8E28-4FF00A70FBF6},Active Trail,0.00108239940269514
14230,SP2250,Verify/Remove if trail has disappeared,SP,South Park,South Park,,,,,,,,0.08172789,,,,,,,{8844B232-E0F6-4332-8B6E-A6F2E83EF75C},Closed,0.00123332079676467
14231,SP2251,Verify/Remove if trail has disappeared,SP,South Park,South Park,,,,,,,,0.08302163,,,,,,,{006AC34B-2E9E-42BC-AFC0-6470D069DD65},Closed,0.0014167773480851
14232,SP2252,Verify/Remove if trail has disappeared,SP,South Park,South Park,,,,,,,,0.06757798,,,,,,,{5C2DFECC-9640-4974-BC4D-ADA5F7C71026},Closed,0.00118184374688365
14233,SP2254, ,SP,South Park,South Park,,,,,,,,0.10498634,,,,,,,{8EFAF8C9-5B93-4B30-9643-5C052CFCD222},Active Trail,0.00182958541590436
14234,SP2255, ,SP,South Park,South Park,,,,,,,,0.19892949,,,,,,,{CE943BF3-558B-404F-8591-EF0939C0809F},Active Trail,0.00319087569442731
14235,SP2256, ,SP,South Park,South Park,,,,,,,,0.07790198,,,,,,,{18122E64-CF39-4244-891E-5517487D0067},Active Trail,0.00116855698679238
14236,SP2257, ,SP,South Park,South Park,,,,,,,,0.13736474,,,,,,No,{E09B9527-B888-4F74-A847-8687E29C838A},Active,0.00236192679615568
14237,SP2259, ,SP,South Park,South Park,,,,,,,,0.0530188,,,,,,,{4BB30CFF-5F3A-4B11-B5F0-F2A2C2E81171},Active Trail,0.000882175994157801
14238,SP2260,Verify/Remove if trail has disappeared,SP,South Park,South Park,,,,,,,,0.05741491,,,,,,,{1DE5E8D1-A1A9-4206-8804-1203340C9817},Closed,0.000977846991530156
14239,SP25615, ,SP,South Park,South Park,,,,,,,,0.27769256,,,Moderate-Difficult,,Dirt,No,{47677557-1AD4-4F45-9FA9-6BED525A310F},Closed,0.00456951809487304
14240,SP2266, ,SP,South Park,South Park,,,,,,,,0.03354647,,,,,,,{7A9A2F49-2143-4550-B394-89879D6A1060},Active Trail,0.000552625956262522
14241,SP2267, ,SP,South Park,South Park,,,,,,,,0.00968357,,,,,,,{C8E19AD0-E8BF-4957-8024-46B3692B7CEC},Active Trail,0.000166380006294741
14242,SP2268, ,SP,South Park,South Park,,,,,,,,0.01637743,,,,,,,{5A97F5BD-B5DB-4339-B6A6-365916F6451B},Active Trail,0.000275155402307406
14243,SP2271, ,SP,South Park,South Park,,,,,,,,0.02221989,,,,,,,{04B3A73F-8B75-4917-A695-226CAFA7FF13},Active Trail,0.000362512669472552
14244,SP2272,Verify/Remove if trail has disappeared,SP,South Park,South Park,,,,,,,,0.0851931,,,,,,,{8721E0DB-E787-4D4C-B6B8-EC2C44FBE79F},Closed,0.00145746259950585
14245,SP2273,Verify/Remove if trail has disappeared,SP,South Park,South Park,,,,,,,,0.0258301,,,,,,,{4BDEF3AE-679F-47E2-89E3-8BED7ED47920},Closed,0.000469016325610681
14246,SP25627, ,SP,South Park,South Park,,,,,,,,0.16675454,,,,,,,{EE76F42B-AF27-4578-BC63-5367A98DA3F9},Active,0.00302977918613716
14247,SP2276, ,SP,South Park,South Park,,,,,,,,0.18340774,,,,,,,{4E209E41-2419-402A-A1C3-F273BFAE5B63},Active Trail,0.00322676755358278
14248,SP2277, ,SP,South Park,South Park,,,,,,,,0.00840939,,,,,,,{1F272C8F-6042-47D3-88C5-6DAC36A06FC3},Active Trail,0.000146564413591826
14249,SP25630,MTC Montour Trail Connector,SP,South Park,South Park,Gray,GY,Gray,,,,http://apps.alleghenycounty.us/GIS/GRAY.png,2.25046659,,,Easy,,,,{535B4767-F397-4FA2-B216-2483046BCE8D},Active,0.0363685103850049
14250,SP2279, ,SP,South Park,South Park,,,,,,,,0.02310544,,,,,,,{2C2BFF38-4DEC-4B3B-9A56-06B743CF3232},Active Trail,0.000396994809893493
14251,SP2281, ,SP,South Park,South Park,,,,,,,,0.04154611,,,,,,,{F1A7E1B4-1326-4A3C-A1D4-8E9D065B4932},Active Trail,0.000757015109464562
14252,SP2283, ,SP,South Park,South Park,,,,,,,,0.02838739,,,,,,,{66964C68-29AB-44E2-B8AC-D2171A72890D},Active Trail,0.000512935428237347
14253,SP2284, ,SP,South Park,South Park,,,,,,,,0.04905043,,,,,,,{88AA98E1-AE1B-4C31-BE37-032B2CCA44B1},Active Trail,0.00089240707052335
14254,SP2288, ,SP,South Park,South Park,,,,,,,,0.16239445,,,,,,,{69E7EC31-F8A0-4C7B-8AEF-D927C30F8AFE},Active Trail,0.00265220974272585
14255,SP2289, ,SP,South Park,South Park,,,,,,,,0.10805786,,,,,,,{CE2AE274-8728-4071-9856-60EB14C9C03E},Active Trail,0.00174267586963422
14256,SP2290, ,SP,South Park,South Park,,,,,,,,0.01905209,,,,,,,{68B218CE-AA04-482A-BBAC-B76D65C4BCE0},Active Trail,0.000307538108406657
14257,SP2291, ,SP,South Park,South Park,,,,,,,,0.21657317,,,,,,,{6AC5642F-738F-48AC-8C3C-86ED42640ECC},Active Trail,0.00347347981419974
14258,SP2292, ,SP,South Park,South Park,,,,,,,,0.06765436,,,,,,,{A8D0C8F8-562F-450F-BA53-80C387DDE65A},Active Trail,0.00100004711191836
14259,SP2293, ,SP,South Park,South Park,,,,,,,,0.36363394,,,,,,,{70A9525A-56D8-4146-8D6C-1B5F1F4B74B2},Active Trail,0.00556672371640071
14260,SP2294, ,SP,South Park,South Park,,,,,,,,0.27757609,,,,,,,{925772FA-E299-461C-947A-F520566F3848},Active Trail,0.00466081604044432
14261,SP2522, ,SP,South Park,South Park,,,,,,,,0.00629684,,,,,,,{24B28AD8-9A06-427E-B364-8E6384DF99A8},Active Trail,0.000115663134805793
14262,SP2523, ,SP,South Park,South Park,,,,,,,,0.09961584,,,,,,,{77C6EF09-6D11-4AED-942D-7453FBBC8C3C},Active Trail,0.00179863921335916
14263,SP2524, ,SP,South Park,South Park,,,,,,,,0.13252986,,,,,,,{87BFEDC4-FCDE-4E44-991A-C36F3A243298},Active Trail,0.00232446112439847
14264,SP2525, ,SP,South Park,South Park,,,,,,,,0.00678713,,,,,,,{8080FEDA-2A63-4FE6-8014-36023EB7322D},Active Trail,0.000113476725144639
14265,SP2528, ,SP,South Park,South Park,,,,,,,,0.02026536,,,,,,,{647DE5CD-A64C-4C37-BD68-C28BD98C7D64},Active Trail,0.000342188791747063
14266,SP2531, ,SP,South Park,South Park,,,,,,,,0.04166497,,,,,,,{8F7B102C-F26A-4A1A-B99C-616D86250751},Active Trail,0.000651551452244701
14267,SP2532, ,SP,South Park,South Park,,,,,,,,0.08878561,,,,,,,{EF593F52-88EA-409E-A8FC-C05A63833744},Active Trail,0.00158209971019323
14268,SP2656, ,SP,South Park,South Park,,,,,,,,1.14703173,,,,,,,{DD57785A-4A1F-447D-8706-AAD7875BCD03},Active Trail,0.0186085320953884
14269,SP2659,Verify/Remove if trail has disappeared,SP,South Park,South Park,,,,,,,,0.09162846,,,,,,,{BC864034-396E-48AA-948B-70DFFCAB7A09},Closed,0.00162608479353763
14270,SP25652,Overgrown - Not Visibke - Delete,SP,South Park,South Park,,,,,,,,0.11396786,,,Easy,,Dirt,,{A54C5460-79B4-4285-8282-10B36DB580FB},Closed,0.00197003288434476
14271,SP25653, ,SP,South Park,South Park,,,,,,,,0.11569637,,,Moderate,,Dirt,No,{D2816B06-4A25-494A-A4EB-F9F986DE3E7B},Closed,0.00203478635394605
14272,SP2662, ,SP,South Park,South Park,,,,,,,,0.40013614,,,,,,,{660C91B0-81C2-44E6-AD40-570385CE1AF0},Active Trail,0.00652938744306923
14273,SP2784, ,SP,South Park,South Park,,,,,,,,0.02836205,,,,,,,{5D3E916A-DB0C-4DF0-8CDA-6A70CEAC9E1A},Active Trail,0.000458696114351829
14274,SP25656, ,SP,South Park,South Park,,,,,,,,0.02550083,,,Easy,Connector,Dirt,No,{4D97B80F-0336-4A22-901C-12D04DCE7487},Closed,0.000476269383787748
14276,SP2941,Gravel or Paved Trail/Road,SP,South Park,South Park,Gravel or Paved Trail/Road,GY,Gray, , , ,http://apps.alleghenycounty.us/GIS/GRAY.png,2.24792949,,,Moderate,Paved Loop,Asphalt,No,{3FF71F39-C95C-469F-ABCE-BE9CB88A8828},Active Trail,0.0364282704648634
14277,SP6217,Red,SP,South Park,South Park,Red,RD,Red, , , ,http://apps.alleghenycounty.us/GIS/REDbase.png,2.22121021,,,Easy-Moderate,Loop,,,{8F4FE9B7-951E-42AC-A834-54E3ACD2E77E},Active Trail,0.0380793056021722
14278,SP6221, ,SP,South Park,South Park,,,,,,,,0.03742263,,,,,,,{2633FACC-A429-4D72-989D-537E9E204252},Active Trail,0.000660296927631584
14279,SP25662, ,SP,South Park,South Park,,,,,,,,0.27611773,,,,,Dirt,No,{51166492-7DAD-4324-A420-06D0AC5F8E4C},Active Trail,0.00422956188114067
14280,SP6211, ,SP,South Park,South Park,,,,,,,,0.01683209,,,,,,,{9D6E24A0-5DB4-4641-B100-BEF24E44E2DF},Active Trail,0.000299523890760712
14281,SP6210, ,SP,South Park,South Park,,,,,,,,0.180639,,,,,,,{F4C9D094-0B5C-42DD-B9E0-27A1C21700DD},Active Trail,0.00294687245850274
14282,SP25665,Orange,SP,South Park,South Park,Orange,OR,Orange,,,,http://apps.alleghenycounty.us/GIS/ORANGEbase.png,2.3899616,,,Moderate,Loop,Dirt,,{2B7E1A1A-D3AC-4D14-B811-B9F7895FC872},Active,0.0401039201445042
14283,SP25666,Decommissioned Trail,SP,South Park,South Park,,,,,,,,0.16409853,,,,,,,{550051B5-16FC-4E76-BF48-F40F54E6F0DE},Closed,0.00258662501939418
14284,SP25667,Decommissioned Trail,SP,South Park,South Park,,,,,,,,0.07660515,,,,,,,{37F9A0F7-4D12-41DE-84C6-38EB3153B32D},Closed,0.00136621014583891
14285,SP2286, ,SP,South Park,South Park,,,,,,,,0.87341199,,,,,,,{ECE56121-25D2-494D-A580-0C616A7918BE},Active Trail,0.0141333682089549
14286,SP25669,,SP,South Park,South Park,,,,,,,,0.36914769,,,,,,,{8A98F990-8F67-477B-AEE3-EE17A044BC98},Active,0.00587523129564328
14287,SP25670,,SP,South Park,South Park,,,,,,,,0.19602065,,,,,,,{C0B8DC07-5B53-4B0A-B995-41D5F143DB63},Active,0.00311233008822974
14288,SP13860,,SP,South Park,South Park,,,,,,,,0.06598664,,,,,,,{42269397-98B3-45DA-ABAD-BECA97F357F6},Active,0.00115594696835985
14289,SP13837,,SP,South Park,South Park,,,,,,,,0.28322444,,,,,,,{0509623B-8307-4BDE-910C-38CCDC292511},Active,0.00427291015133581
14290,SP13853,,SP,South Park,South Park,,,,,,,,0.02150323,,,,,,,{C9BAB7DC-5DAB-4D0C-B9E9-BAD1DA9128C7},Active,0.000370898598655167
14291,SP13855,,SP,South Park,South Park,,,,,,,,0.02578959,,,,,,,{CF39ED43-5895-4C83-AB77-CB2993FC0EF3},Active,0.000387399127104065
14292,SP13892,,SP,South Park,South Park,,,,,,,,0.02185063,,,,,,,{E422EFC5-BC8F-49D7-880B-4D1F419F8738},Active,0.000400095391676229
14293,SP25677,,SP,South Park,South Park,,,,,,,,0.37721922,,,,,,,{0BD23E2F-90DA-4B58-A374-DFBF9D7DDD1F},Active,0.00564532154988928
14294,SP13842,,SP,South Park,South Park,,,,,,,,0.01022874,,,,,,,{A9B2AE12-77C3-4D57-8A0C-B5B1B822BDAE},Active,0.000178284609900008
14295,SP13843,,SP,South Park,South Park,,,,,,,,0.04597115,,,,,,,{F1D01527-991C-4F1F-BC48-7FF0E6D35F7F},Active,0.000771167715586211
14296,SP13864,,SP,South Park,South Park,,,,,,,,0.0640436,,,,,,,{22BBAB70-AD1D-4E93-B5EF-FFAD42D08B2C},Active,0.00106939265870574
14297,SP13865,,SP,South Park,South Park,,,,,,,,0.02210568,,,,,,,{405B6C57-CFC0-4EFF-8119-F2918E5344B1},Active,0.000371742884533086
14298,SP25682,,SP,South Park,South Park,,,,,,,,0.04837418,,,,,,,{E897ADE0-0F8F-4971-B297-9E6208CD382D},Active,0.000760016438886981
14299,SP13867,,SP,South Park,South Park,,,,,,,,0.16659223,,,,,,,{1C084B37-B0F1-4D32-A7A9-E767EB2DE142},Active,0.00276855895364804
14300,SP13871,,SP,South Park,South Park,,,,,,,,0.01418666,,,,,,,{EDE004F5-D30C-46BA-BA52-77B546C0AF08},Active,0.000213365464097748
14301,SP13899,,SP,South Park,South Park,,,,,,,,0.00481522,,,,,,,{C3ED43DB-A3B3-463A-9B06-9AD4911662F8},Active,8.78722692432927e-05
14302,SP13890,,SP,South Park,South Park,,,,,,,,0.03517429,,,,,,,{E2050A88-F0F9-4787-AE0A-C153F153632D},Active,0.000582811434709454
14303,SP13814,,SP,South Park,South Park,,,,,,,,0.02195335,,,,,,,{0BF37F4F-0733-4DD1-A2F8-8076864D8A79},Active,0.000354968105381491
14304,SP13819,,SP,South Park,South Park,,,,,,,,0.02518031,,,,,,,{B5F35238-3B1C-40FD-9473-37C5B7F82DFA},Active,0.000445766413322475
14305,SP13822,,SP,South Park,South Park,,,,,,,,0.01327873,,,,,,,{62908824-365F-4E32-8F52-6E39DB0030B3},Active,0.000229098718242281
14306,SP13823,,SP,South Park,South Park,,,,,,,,0.21434922,,,,,,,{1E920D8A-A7E7-4286-A0AE-E34AC44956A2},Active,0.00324088134553126
14307,SP13824,,SP,South Park,South Park,,,,,,,,0.05583975,,,,,,,{85E99542-7CD3-4473-AFBE-233290762BA6},Active,0.000988182436857101
14308,SP13825,,SP,South Park,South Park,,,,,,,,0.0296244,,,,,,,{B5D14B13-8613-4CE8-A7E4-BC148104A7FF},Active,0.000471760900745432
14309,SP13826,,SP,South Park,South Park,,,,,,,,0.03747542,,,,,,,{FDEFE19E-CFD1-47A0-8F2D-48D58FA24D39},Active,0.000579606676096482
14310,SP13828,,SP,South Park,South Park,,,,,,,,0.12293364,,,,,,,{58104A78-1C4D-45EA-BE15-D74E878A66B9},Active,0.00194250236360442
14311,SP13829,,SP,South Park,South Park,,,,,,,,0.01624182,,,,,,,{56FC8641-BBF7-4908-8257-CA7D2FB2ACB1},Active,0.000270650080320419
14312,SP13831,,SP,South Park,South Park,,,,,,,,0.02701784,,,,,,,{B9BC4640-0DDB-4BAA-96C9-54E3CD843925},Active,0.000424250698409987
14313,SP13836,,SP,South Park,South Park,,,,,,,,0.01502908,,,,,,,{BDFD5072-D3DE-4699-BB9F-9F03CFE853E4},Active,0.000251214181061458
14314,SP13838,,SP,South Park,South Park,,,,,,,,0.02341303,,,,,,,{4AF05E13-321D-4B0E-8146-F1E38AB2EFF5},Active,0.000434754837242558
14315,SP13880,,SP,South Park,South Park,,,,,,,,0.0080841,,,,,,,{4A76F014-28B3-4C7B-8C16-F5228621C2F6},Active,0.000153038991246377
14316,SP13862,,SP,South Park,South Park,,,,,,,,0.05725239,,,,,,,{5C1F5CC8-94E5-4D7A-8E73-B4B69BB12E87},Active,0.000896841931901982
14317,SP13863,,SP,South Park,South Park,,,,,,,,0.03127554,,,,,,,{C35C00EE-9C58-4876-8BAC-31F302F0D750},Active,0.000515149704965319
14318,SP13246,,SP,South Park,South Park,,,,,,,,0.36167105,,,Moderate,Connector,Dirt,,{2CFC08CA-587E-4E85-A92C-EF031E6732DD},Active,0.00592069546593892
14319,SP13816,,SP,South Park,South Park,,,,,,,,0.16225341,,,,,,,{2E6B80DA-105A-4147-AA8A-D4D7DA790936},Active,0.00247382594602414
14320,SP13821,,SP,South Park,South Park,,,,,,,,0.04432246,,,,,,,{15B63EF0-DC03-4DF9-91C6-3635ABF19358},Active,0.000723802656867484
14321,SP13251, ,SP,South Park,South Park,,,,,,,,0.02644892,,,Difficult,Connector,Dirt,,{B0EDFDE2-1FCB-4E3F-98F0-E724641894A2},Active,0.000412858897733532
14322,SP445, ,SP,South Park,South Park,,,,,,,,0.13859846,,,Easy-Moderate,Access,,,{5518A37E-42BA-4315-945A-7173A3CC028A},Active,0.00213291450340024
14323,SP25709,Gravel or Paved Trail/Road - Decommissioned,SP,South Park,South Park,<Null>,<Null>,,,,,<Null>,0.1465055,,,Easy,Access,Crushed Limestone,Yes,{0AF2B225-3EAA-4946-91C3-3ACD434B79AF},Closed,0.00241131863239962
14324,SP25710,,SP,South Park,South Park,,,,,,,,0.06854979,,,Easy-Moderate,Access,Dirt,,{17AFFCD2-96D5-430A-8C77-8BC3F45ED068},Active,0.00105705185684578
14325,SP25711,,SP,South Park,South Park,,,,,,,,0.02209785,,,Easy,Connector,Dirt,,{5F255BB7-5096-4E48-B869-1F15020AB55F},Active,0.000372599969871203
14326,SP25713,,SP,South Park,South Park,,,,,,,,0.03780672,,,Easy,Connector,Dirt,,{02DC25A4-C1A2-474A-BCAA-A7AC914756DB},Active,0.00060489928531655
14327,SP25714,,SP,South Park,South Park,,,,,,,,0.08273943,,,Easy-Moderate,Connector,Dirt,,{DE25D737-36EA-4FF8-B2AE-82EBAFAFCBF3},Active,0.00140475202095405
14328,SP25715,,SP,South Park,South Park,,,,,,,,0.0209002,,,,Connector,Dirt,,{6A596264-9FF1-499E-A76E-DE7D210B9A3F},Active,0.000386790155074148
14329,SP25716,,SP,South Park,South Park,,,,,,,,0.03727944,,,Easy-Moderate,Connector,Dirt,,{78A7D677-4D10-42F1-9BFB-58C3D34ADB0E},Active,0.000639637974214575
14330,SP25717,,SP,South Park,South Park,,,,,,,,0.03518389,,,,,,,{580D8ECA-E6E5-4169-85E5-A4D945183E5D},Closed,0.000559633060819673
14331,SP13856,,SP,South Park,South Park,,,,,,,,0.01319935,,,,,,,{B275F3D5-3EB1-447D-B2F9-D97ACE1726F5},Active,0.000216511714792936
14332,SP25719,,SP,South Park,South Park,,,,,,,,0.16960744,,,,,,,{07553785-C22B-4BCA-8801-0554EC651553},Active,0.00274802909521019
14333,SP25720,,SP,South Park,South Park,,,,,,,,0.01206868,,,,Connector,,,{1C915D82-539C-4470-A079-226DC0646774},Active,0.000220501112189367
14334,SP25721,,SP,South Park,South Park,,,,,,,,0.01967527,,,Easy,Connector,,,{3F3A9C22-665D-483C-B7CC-A1C5204219B4},Active,0.000314062115348006
14335,SP25722,,SP,South Park,South Park,,,,,,,,0.00610794,,,,,,,{303EBA95-FCAA-45CE-ADEF-97DA99FF5A19},Closed,0.00011460851502383
14336,SP25723,,SP,South Park,South Park,,,,,,,,0.02226998,,,,,,,{B8DFBEB5-E70B-4368-8218-FEECD9210155},Closed,0.000354875899639513
14337,SP25724,,SP,South Park,South Park,,,,,,,,0.01513175,,,,,,,{46501FCA-58F2-4345-A97A-1A2A37A8EC6A},Closed,0.000255775761759274
14338,SP13848,,SP,South Park,South Park,,,,,,,,0.01949893,,,,,,,{DE76F43E-3050-484B-8104-108DA8379B65},Active,0.000296966058404947
14339,SP25726,,SP,South Park,South Park,,,,,,,,0.25463621,,,,,,,{B0AB09D7-0D6C-4FD4-BD1F-9AD4728D39E8},Active,0.00393203682742837
14340,SP7739, ,SP,South Park,South Park,,,, , , ,<Null>,0.07000936,,,Difficult,Loop,,,{B3814641-6DF6-43AD-BD0F-40E8A46DD392},Active Trail,0.00109188729757191
14341,SP25734, ,SP,South Park,South Park,<Null>,<Null>,,,,,<Null>,0.42826616,,,Moderate,Connector,Dirt,,{BB38824F-4C08-4C8F-B31F-B0C84340CF67},Active,0.00762796224946702
14342,SP814,Old White,SP,South Park,South Park,<Null>,<Null>,,,,,<Null>,3.77516541,,,,,,No,{B955C0E6-527E-49F7-980B-6AA1FC621077},Active,0.0615874337626617
14343,SP25740, ,SP,South Park,South Park,<Null>,<Null>,,,,,<Null>,0.271133,,,Moderate,Connector,,,{2E9145E6-EADE-4809-831A-A321D14E1C51},Active,0.00479091154108029
14344,SP25744, ,SP,South Park,South Park,<Null>,<Null>,, ,, ,<Null>,0.10508598,,,Moderate,Loop,,,{04AA5D01-7139-41D1-8DB8-11B1AFC81F56},Active Trail,0.00192152493827864
14365,BP28378,Green,BP,Boyce,Boyce Park,Green,GN,Green, , , ,http://apps.alleghenycounty.us/GIS/GREENbase.png,0.04954357,,,Easy-Moderate,Loop,Dirt,,{6434127E-5EA7-4514-A6FC-5431563429B2},Active,0.000835683208423157
14366,BP28379,Green,BP,Boyce,Boyce Park,Green,GN,Green, , , ,http://apps.alleghenycounty.us/GIS/GREENbase.png,2.29254345,,,Easy-Moderate,Loop,Dirt,,{AA85A151-12C6-42FC-B842-4B0AEA9B445C},Active,0.0386183134933466
14367,BP28778,,BP,Boyce,Boyce Park,<Null>,<Null>,, ,, ,<Null>,0.23126231,,,Easy-Moderate,,,,{B76E6F02-16A8-4500-AE7A-822283BC448E},Closed,0.00351882013085016
14368,BP13199,White with Blue Dot,BP,Boyce,Boyce Park,White with Blue Dot,WT/BL Dot,White,,Blue,,http://apps.alleghenycounty.us/GIS/WHITEbase_BLUEdot.png,0.60964345,,,Easy-Moderate,Point to Point,Dirt,No,{8ED119B7-24B7-4B5A-8ACA-034C738C2A28},Active,0.00980186682121505
14369,BP28780,,BP,Boyce,Boyce Park,<Null>,<Null>,, ,, ,<Null>,0.07030569,,,Easy-Moderate,,,,{70719633-EA12-4844-8F27-C7133E3AC00D},Closed,0.00111270072939862
14395,BP5090, ,BP,Boyce,Boyce Park,,,,,,,,0.01473562,,,,,,,{5F799F92-9139-4BAB-9046-80BED790D3BF},Closed,0.000278792529390714
14396,BP36050, ,BP,Boyce,Boyce Park,,,,,,,,0.13732252,,,,,,,{0DEA3B69-5364-4390-8024-7F84BE8760D8},Active,0.00252205053262327
14397,BP36855,,BP,Boyce,Boyce Park,,,,,,,,0.02634199,,,Easy,Connector,Dirt,,{C1E832AE-27E7-4FD1-9405-F06143E76474},Active,0.000465030368483257
