objectid,trail_id,trail_name,park_name_short,park_name,park_name_full,blaze_color_full,blaze_color_short,base_color,cap_color,dot_color,dash_color,image_link,mileage,track,track_num,difficulty,configuration,surface,service_road,globalid,trail_status,shape_length
13385,SC15847,Decommissioned Trail,SC,Settlers Cabin,Settlers Cabin Park,,,,,,,,0.85819222,,,,,,,{A295CC93-4CE8-4314-BD13-1A1D6B21D1AE},Closed,0.0131919043209655
13386,SC15848, ,SC,Settlers Cabin,Settlers Cabin Park,,,,,,,,0.04483969,,,,,,,{67730178-316B-4994-A041-19595BB98526},Closed,0.000776403264541176
13387,SC13274,,SC,Settlers Cabin,Settlers Cabin Park,,,,,,,,0.02562434,,,Moderate,Connector,Dirt,,{DB48CE60-3B6E-40EC-B68C-0BDE4BFC8F15},Active,0.00041119697358913
13388,SC8009,Green with White Dot - CLOSED,SC,Settlers Cabin,Settlers Cabin Park,,,, ,, ,,0.24990272,,,Easy,Pt_to_Pt,Dirt,,{A741DB35-DA91-4B28-B2B8-A7C4E8B9297C},Closed,0.00396320435678202
13389,SC20334,Waterfall Trail,SC,Settlers Cabin,Settlers Cabin Park,Green,GN,Green,,,,http://apps.alleghenycounty.us/GIS/GREENbase.png,0.44243467,,,Moderate,Access,Dirt,,{DEC0754D-1B01-439A-8D5C-92CCFBCD8B67},Active Trail,0.00729207262550946
13390,SC20336,,SC,Settlers Cabin,Settlers Cabin Park,,,,,,,,0.00735879,,,Easy-Moderate,Connector,Dirt,,{5088EF70-47DB-49D5-9DFB-C0E65355A147},Active,0.000138567474141342
13391,SC21544,Purple - Deblazed,SC,Settlers Cabin,Settlers Cabin Park,<Null>,<Null>,, , , ,<Null>,0.78889837,,,Moderate,Pt_to_Pt,Dirt,,{CDC14DA3-5A1D-44B6-A740-84C50238CB16},Active,0.0128488623981737
13520,SC8008,Yellow,SC,Settlers Cabin,Settlers Cabin Park,Yellow,YL,Yellow, , , ,http://apps.alleghenycounty.us/GIS/YELLOWbase.png,1.52433274,,,Easy-Moderate,Loop,Dirt,,{083D33E5-4611-4863-87A6-21347C0A62F0},Active,0.0246533353857584
13526,SC30392,,SC,Settlers Cabin,Settlers Cabin Park,,,,,,,,0.03598444,,,Easy,Connector,Dirt,,{F0C4BB93-A48A-4716-B638-EF97DF4E11A4},Active,0.000590187899049082
13527,SC30409,Red,SC,Settlers Cabin,Settlers Cabin Park,Red,RD,Red,,,,http://apps.alleghenycounty.us/GIS/REDbase.png,6.60468818,,,Moderate,Loop,Dirt,No,{C3D6DBE3-B4B2-4FFC-93B9-2306E0EF1269},Active,0.106942823982123
13570,SC44960,Old Red (De-Blazed),SC,Settlers Cabin,Settlers Cabin Park,,,,,,,,0.59267402,,,Easy,Connector,Dirt,No,{962687A1-393C-4A8B-883B-2CAF280B5C45},Closed,0.0096730005100401
13571,SC44964,Old Red  (De-Blazed May/June) 2022,SC,Settlers Cabin,Settlers Cabin Park,,,,,,,,0.24638874,,,Easy,Connector,Dirt,No,{30AE04B4-FEF1-49B1-894D-B66B82256E0C},Active,0.00370800606701867
13572,SC44965,Old Red  (De-Blazed & Closed May/June) 2022,SC,Settlers Cabin,Settlers Cabin Park,,,,,,,,0.23202841,,,Moderate,Connector,Dirt,No,{955DC51A-6524-4A76-A35D-0A9E8AD01A2B},Closed,0.00383414642142245
13576,SC45377,"Old Red - Visible, Clear, Closed July 2022",SC,Settlers Cabin,Settlers Cabin Park, , ,,,,, ,0.44288781,,,Easy-Moderate,,,No,{4E1CABA3-F2E2-43B1-855A-4AB5D3494D94},Closed,0.00709124891214349
13578,SC45387,Green,SC,Settlers Cabin,Settlers Cabin Park,Green,GN,Green,,,,http://apps.alleghenycounty.us/GIS/GREENbase.png,1.3028721,,,Moderate-Difficult,Loop,Dirt,No,{97571FAE-B957-4BFB-B45D-6F5108BD630E},Active,0.0209003959440022
13579,SC45388,"Old Green-Visible, Mostly Clear-Repaced July,2022",SC,Settlers Cabin,Settlers Cabin Park, , ,,,,, ,0.04605686,,,Moderate,,,,{4FBBCE39-45EB-42FF-BE5F-295847E4E5BD},Closed,0.000858699145261459
13580,SC45392," Old Green - Closed July, 2022",SC,Settlers Cabin,Settlers Cabin Park, , ,,,,, ,0.04240031,,,Moderate-Difficult,,,No,{F66A5E1B-ADAD-49FF-96D6-0A9E965BF3DE},Closed,0.000755967937702346
13740,WO2297, ,WO,White Oak,White Oak Park,,,,,,,,0.38242957,,,,,,,{B0CA4222-2352-49FA-BD1C-57EA355BBB8D},Closed,0.00640210133192604
13741,WO2298, ,WO,White Oak,White Oak Park,,,,,,,,0.03888161,,,,,,,{E0DE7472-6196-425E-A2AA-859D516DDA91},Closed,0.00059442455275386
13742,WO2299,Decommissioned Streamside Trail,WO,White Oak,White Oak Park,,,,,,,,0.45425839,,,,,,,{F4258941-038F-42B2-AE53-A9DEFE7A3044},Closed,0.00813607947014378
13743,WO2300,Decommissioned Trail,WO,White Oak,White Oak Park,,,,,,,,0.21977196,,,,,,,{617BC339-6E6B-48B4-9E45-B1AB0C82C986},Closed,0.00377890379029838
13744,WO2301,Decommissioned Trail,WO,White Oak,White Oak Park,,,,,,,,0.2000449,,,,,,,{1AA9F45F-0D67-4D4B-9E0E-DADB9C8DF41C},Closed,0.00330391684031741
13745,WO2302,Decommissioned Trail,WO,White Oak,White Oak Park,,,,,,,,0.02330254,,,,,,,{90196B61-D857-44A8-A34A-8A0B675D794F},Closed,0.000384214269228711
13746,WO2303, ,WO,White Oak,White Oak Park,,,,,,,,0.01558539,,,,,,,{3496A3F7-84D0-4E27-8101-5D577807B10A},Closed,0.000244220094015209
13747,WO2304,Decommissioned Trail,WO,White Oak,White Oak Park,,,,,,,,0.13960159,,,,,,,{C255F676-9784-42F5-B932-3AA13B14BCEE},Closed,0.00242495645100984
13748,WO12677, ,WO,White Oak,White Oak Park,,,,,,,,0.00975618,,,,,,,{1D13F3F6-A44B-478B-9941-6084BAE4C383},Closed,0.000182578850047953
13749,WO12678, ,WO,White Oak,White Oak Park,,,,,,,,0.36533514,,,,Access,Dirt,No,{CBD02707-C3E8-40FA-9D7D-9DB377C1C78A},Active Trail,0.0063957755412108
13750,WO12679, ,WO,White Oak,White Oak Park,,,,,,,,0.18855546,,,,,,,{339401B6-EF66-42EC-9743-8B6F20E01419},Active Trail,0.00346257727080912
13751,WO2323,Blue Trail,WO,White Oak,White Oak Park,Blue,BL,Blue,,,,http://apps.alleghenycounty.us/GIS/BLUEbase.png,1.32349496,,,Easy-Moderate,Loop,Dirt,No,{2BAB4BDF-078F-4EEB-8393-59FC6F9802C0},Active,0.0221033294747854
13752,WO2325,Decommissioned Trail,WO,White Oak,White Oak Park,,,,,,,,0.26081031,,,,,,,{720468E5-580D-4141-97AA-A81AAAC5681C},Closed,0.00438847806718617
13753,WO2595, ,WO,White Oak,White Oak Park,,,,,,,,0.40054574,,,,,,,{40B12C58-849B-4903-9827-306901CAA954},Closed,0.0065893407565756
13754,WO2596, ,WO,White Oak,White Oak Park,,,,,,,,0.02772324,,,,,,,{46B57A14-B9B8-40DC-AF8B-A7069E15453B},Active Trail,0.000504885470529291
13755,WO2597, ,WO,White Oak,White Oak Park,,,,,,,,0.16127725,,,,,,,{11A2C5C5-755F-4E1D-BC0A-6F6DA5F8EF61},Active Trail,0.00255807259075235
13756,WO12803, ,WO,White Oak,White Oak Park,,,,,,,,0.11952523,,,Easy,Connector,Dirt,No,{1538A9C8-6E6B-4F89-9FDC-2F35AA910C01},Active Trail,0.00206526589695654
13757,WO12804,Red,WO,White Oak,White Oak Park,Red,RD,Red,,,,http://apps.alleghenycounty.us/GIS/REDbase.png,1.06900938,,,Moderate-Difficult,Loop,Dirt,No,{FC4E6F8F-777D-4604-BE7F-E8FE92708861},Active Trail,0.0184153663161094
13758,WO23966, ,WO,White Oak,White Oak Park,<Null>,<Null>,, , , ,<Null>,0.0474301,,,Moderate,Pt_to_Pt,,,{24D0FFAD-D2FE-46D0-836C-982A959E4EB9},Active,0.00083982295000256
13759,WO23967, ,WO,White Oak,White Oak Park,<Null>,<Null>,, , , ,,0.10312116,,,Moderate,Pt_to_Pt,,,{244A3622-632F-43A7-A730-241CA9FA9856},Active,0.00166237082740556
13760,WO23968, ,WO,White Oak,White Oak Park,<Null>,<Null>,, , , ,<Null>,0.06120291,,,Moderate,Pt_to_Pt,,,{68206CB1-FAB7-457D-9E16-0CE6D53B15EF},Active Trail,0.000958490611562976
13761,WO35241,Decommissioned Trail,WO,White Oak,White Oak Park,,,,,,,,0.04119441,,,Easy,Connector,Wood,No,{CD5B46F0-D521-4E16-8DC1-A48000B802AD},Closed,0.00066199655983904
13762,WO35242,Decommissioned Trail,WO,White Oak,White Oak Park,,,,,,,,0.0420921,,,Easy,Connector,Dirt,No,{6F02EF96-E6CA-4A16-8956-717918477F4D},Closed,0.000646626459006092
13763,WO35254,,WO,White Oak,White Oak Park,,,,,,,,0.02042634,,,Easy,Connector,Dirt,,{D1877991-E162-4CBA-91F2-EBBE2B665556},Active,0.000306393812591706
13764,WO35640,,WO,White Oak,White Oak Park,,,,,,,,0.06854806,,,Easy-Moderate,Connector,Dirt,No,{5141C747-E959-47B4-80E9-2D342D3AC47E},Closed,0.00115245616324839
13765,WO35641, ,WO,White Oak,White Oak Park,,,,,,,,0.06347858,,,Easy-Moderate,Connector,Dirt,,{6BFF53B6-50F7-488E-B3E1-1B5651FCDEB1},Active Trail,0.000937416441341371
13766,WO35647,,WO,White Oak,White Oak Park,,,,,,,,0.02095545,,,Easy,Connector,Dirt,No,{FD6A144F-F084-4BEE-9DB3-F592DDE9D939},Active,0.000351938705932413
13767,WO2666, ,WO,White Oak,White Oak Park,,,,,,,,0.10041465,,,,,,,{C3B62157-95D6-4993-9A46-2368D9720079},Closed,0.00180914277093841
13768,WO2315, ,WO,White Oak,White Oak Park,,,,,,,,0.10262871,,,,,,,{7D1FD82F-28B8-4AD1-BC9D-63A3AB960A5A},Active Trail,0.00165953098439921
13769,WO40456,Orange Trail,WO,White Oak,White Oak Park,Orange,OR,Orange,,,,http://apps.alleghenycounty.us/GIS/ORANGEbase.png,2.94522233,,,Moderate,Loop,Dirt,No,{BFACD3B3-6B41-41FB-929C-26A19E9F2C3C},Active,0.0491022946509
13770,WO2321, ,WO,White Oak,White Oak Park,,,,,,,,0.02419981,,,,,,,{1BABD617-A878-4FA0-B958-A1807DFCA1DB},Active Trail,0.000406261475241178
13771,WO40459, ,WO,White Oak,White Oak Park,,,,,,,,0.1942663,,,,Access,Dirt,No,{623A6924-0D4A-413F-B78C-261702505B6E},Active Trail,0.0029650803657706
13772,WO42930,White,WO,White Oak,White Oak Park,White,WT,White,,,,http://apps.alleghenycounty.us/GIS/WHITEbase.png,0.61354797,,,Moderate,Point to Point,Dirt,No,{1201BC2F-86BA-4C1D-8231-CC32C7BE80FF},Active,0.0101073265693464
13773,WO42946,,WO,White Oak,White Oak Park,,,,,,,,0.44782516,,,,Connector,Grass,,{BD9DF0D0-BEBA-42AA-88D4-59399DD94315},Active,0.00775774321110882
13774,WO43354,,WO,White Oak,White Oak Park,,,,,,,,0.23474458,,,,Connector,Grass,No,{31D0EEC4-FF0E-4407-BC40-8985A0D0A73B},Active,0.00426673170616787
13775,WO43356,,WO,White Oak,White Oak Park,,,,,,,,0.18776226,,,,Connector,Grass,No,{C6A3E5A2-CB56-47C0-B18C-09D98DCC1676},Active,0.00349942765032477
13776,WO43357,,WO,White Oak,White Oak Park,,,,,,,,0.20309218,,,,Connector,Grass,No,{3D7425DF-7673-4671-9D50-E6917ADF6468},Active,0.00378531600115814
13777,WO45405,Yellow,WO,White Oak,White Oak Park,Yellow,YL,Yellow,,,,http://apps.alleghenycounty.us/GIS/YELLOWbase.png,1.56908076,,,Moderate-Difficult,Loop,Dirt,No,{20FF52E0-B7BB-46C7-A12B-CFE802DA823B},Active,0.0268136230435004
13778,WO45414, ,WO,White Oak,White Oak Park,,,,,,,,0.00475735,,,Easy,Connector,Dirt,No,{490CCBA2-6A4D-469F-8C9F-3B91ACF6AB5A},Active,8.87796587171654e-05
13779,WO45416, ,WO,White Oak,White Oak Park,,,,,,,,0.01366037,,,Easy-Moderate,Connector,Dirt,No,{DE2C2DEE-4556-4803-A3FD-885753A2347C},Closed,0.000246416665618643
13780,WO45418,Green,WO,White Oak,White Oak Park,Green,GN,Green,,,,http://apps.alleghenycounty.us/GIS/GREENbase.png,2.99917811,,,Moderate,Loop,Dirt,No,{475681DB-334B-439D-A7E9-C1E07DE5DAC5},Active,0.0498416627763889
13781,WO42932,,WO,White Oak,White Oak Park, ,,,,,,,0.24923734,,,Easy,Connector,Dirt,No,{0ACFEDDC-E9DA-469C-B998-04A7B278A6ED},Active,0.00415394391876607
13782,WO45421,Blue Loop Access,WO,White Oak,White Oak Park,Blue,BL,Blue,,,,http://apps.alleghenycounty.us/GIS/BLUEbase.png,0.02937459,,,Easy-Moderate,Access,Grass,,{203AC5BB-8946-416B-A763-7973E4ED949F},Active,0.000505422463288221
13783,HA2156, ,HA,Hartwood Acres,Hartwood Acres Park,,,,,,,,0.14992621,,,,,,,{DDD8C73A-4F75-4A63-AF39-9CBA803D961F},Active Trail,0.00229094953559407
13784,HA2158, ,HA,Hartwood Acres,Hartwood Acres Park,,,,,,,,0.03850387,,,,,,,{20EB65FD-4DA4-4B90-B540-E6732B22924E},Active Trail,0.000677458929171602
13785,HA17665, ,HA,Hartwood Acres,Hartwood Acres Park,,,,,,,,0.16873588,,,,,,,{E5F973B5-DE05-4A8D-8792-A2C6804CCC27},Active Trail,0.00289159780096552
13786,HA2160, ,HA,Hartwood Acres,Hartwood Acres Park,,,,,,,,0.02781114,,,,,,,{6EDCB8D2-C17C-4AF1-BB6B-B1E73669C773},Active Trail,0.000518326021905579
13787,HA17667, ,HA,Hartwood Acres,Hartwood Acres Park,,,,,,,,0.12469148,,,Easy-Moderate,,Dirt,No,{8027E028-6ADE-4E99-B894-81CF33E6D7AF},Active,0.00198845931119483
13788,HA2162, ,HA,Hartwood Acres,Hartwood Acres Park,,,,,,,,0.12024778,,,,,,,{64AC305D-ECA2-4B0A-ACD7-AC9FFC41B118},Active Trail,0.00211785296130541
13789,HA2163, ,HA,Hartwood Acres,Hartwood Acres Park,,,,,,,,0.08064519,,,,,,,{2D080754-91E9-44DA-AF37-ADBDC123E827},Active Trail,0.00126193305586941
13790,HA2164, ,HA,Hartwood Acres,Hartwood Acres Park,,,,,,,,0.20016377,,,,,,,{5DF7AC36-7EA0-4ACD-A978-7A62B9970671},Active Trail,0.00326403684562179
13791,HA2165, ,HA,Hartwood Acres,Hartwood Acres Park,,,,,,,,0.14679277,,,,,,,{24E42128-3772-4CB3-90F0-72D520A84335},Active Trail,0.0022579822306028
13792,HA2166, ,HA,Hartwood Acres,Hartwood Acres Park,,,,,,,,0.02324821,,,,,,,{EE7299CA-E0FC-472C-959E-8F9966508EAB},Active Trail,0.000339288416707405
13793,HA2168, ,HA,Hartwood Acres,Hartwood Acres Park,,,,,,,,0.04741422,,,,,,,{B76DB2FB-E100-4EC4-91F9-60E53A0B3D23},Active Trail,0.000724261194446038
13794,HA2170, ,HA,Hartwood Acres,Hartwood Acres Park,,,,,,,,0.03904114,,,,,,,{36106CF4-366A-46D0-BEF7-E7EBEBE1C571},Active Trail,0.000675724817591669
13795,HA2171, ,HA,Hartwood Acres,Hartwood Acres Park,,,,,,,,0.12353734,,,,,,,{D46A432F-229F-47DA-9E24-EF4DE3718269},Active Trail,0.0022695048682296
13796,HA2177, ,HA,Hartwood Acres,Hartwood Acres Park,,,,,,,,0.19620966,,,,,,,{194905D4-707C-4AA0-8993-ECF58AE62CC6},Active Trail,0.00312312417605598
13797,HA2178, ,HA,Hartwood Acres,Hartwood Acres Park,,,,,,,,0.06385541,,,,,,,{28F59215-865E-4F35-8431-12C10A9A8B53},Active Trail,0.000958006271344485
13798,HA2179, ,HA,Hartwood Acres,Hartwood Acres Park,,,,,,,,0.07322276,,,,,,,{29B1E80E-7B19-4968-A97A-69FDCC554BA9},Active Trail,0.00108023832606578
13799,HA2520, ,HA,Hartwood Acres,Hartwood Acres Park,,,,,,,,0.07667833,,,,,,,{4D52EC9C-7041-4898-9B3E-A755D5685406},Active Trail,0.0011677146768755
13800,HA2607, ,HA,Hartwood Acres,Hartwood Acres Park,,,,,,,,0.07848547,,,,,,,{316A2695-4EDB-4E50-8FDA-118334C8FDBB},Active Trail,0.00130959578178715
13801,HA227, ,HA,Hartwood Acres,Hartwood Acres Park,,,,,,,,0.07026469,,,,,,,{ED9EB66A-AD29-44D6-AB42-4E56DACBF09C},Closed,0.00119475563623659
13802,HA2631, ,HA,Hartwood Acres,Hartwood Acres Park,,,,,,,,0.05198417,,,,,,,{37965EA9-6957-4D7E-A448-DE365C501623},Active Trail,0.000792926873029911
13803,HA2634, ,HA,Hartwood Acres,Hartwood Acres Park,,,,,,,,0.09303868,,,,,,,{E76EE45B-DFB8-48F4-9887-6728B9949FD8},Active Trail,0.00136358626662766
13804,HA2635, ,HA,Hartwood Acres,Hartwood Acres Park,,,,,,,,0.08712768,,,,,,,{846BAC3C-42D0-4FE7-8CFC-6F598A447935},Active Trail,0.0016543838478279
13805,HA2636, ,HA,Hartwood Acres,Hartwood Acres Park,,,,,,,,0.11775892,,,,,,,{3E0CD9BF-BA83-4F0F-92CC-B8FCD6AE4C37},Active Trail,0.00210652014366109
13806,HA2637, ,HA,Hartwood Acres,Hartwood Acres Park,,,,,,,,0.10346575,,,,,,,{09149327-BB11-4341-8A9E-FA93AF658FE9},Active Trail,0.00180054041046566
13807,HA2638, ,HA,Hartwood Acres,Hartwood Acres Park,,,,,,,,0.15567792,,,,,,,{16A59096-41AB-4047-82F9-607FEB11190D},Active Trail,0.00258502207615809
13808,HA2781, ,HA,Hartwood Acres,Hartwood Acres Park,,,,,,,,0.07343771,,,,,,,{AB7509E0-0866-481A-99FA-02E0B29C88C3},Closed,0.00128576306928153
13809,HA2783, ,HA,Hartwood Acres,Hartwood Acres Park,,,,,,,,0.12907952,,,,Access,,,{7D7C2C7F-737F-4EEB-B05A-888A9FE18EDF},Active Trail,0.00194910698427164
13810,HA288,Yellow with Black Dot,HA,Hartwood Acres,Hartwood Acres Park,Yellow with Black Dot,YL/BK Dot,Yellow, ,Black, ,http://apps.alleghenycounty.us/GIS/YELLOWbase_BLACKdot.png,0.0494089,,,Easy,Access,Dirt,,{7B806CCC-6AD5-4C41-9745-EEFA220EA0D7},Active Trail,0.000883792470020406
13811,HA2840,Orange,HA,Hartwood Acres,Hartwood Acres Park,Orange,OR,Orange, , , ,http://apps.alleghenycounty.us/GIS/ORANGEbase.png,1.0584415,,,Moderate,Loop,,,{5355E64B-3B86-4285-BFE5-254792E907F8},Active Trail,0.0178654316750141
13812,HA17700,White,HA,Hartwood Acres,Hartwood Acres Park,White,WT,White,,,,http://apps.alleghenycounty.us/GIS/WHITEbase.png,0.95152602,,,,Loop,Dirt,No,{F5FAFC7E-2743-4796-875B-F14DD3083113},Active,0.0164630058206653
13813,HA2843,Blue with White Dot,HA,Hartwood Acres,Hartwood Acres Park,Blue with White Dot,BL/WT Dot,Blue, ,White, ,http://apps.alleghenycounty.us/GIS/BLUEbase_WHITEdot.png,0.06697965,,,Easy,Access,,,{77C49682-32CF-469C-9357-F8F641443175},Active Trail,0.00098976303254692
13814,HA17706,Paved Mansion Loop,HA,Hartwood Acres,Hartwood Acres Park,Gravel or Paved Trail/Road,GY,Gray, , , ,http://apps.alleghenycounty.us/GIS/GRAY.png,0.38487397,,,Easy,Connector,Asphalt,Yes,{51332129-0CB1-402A-8D65-30E761F06A97},Active Trail,0.00615083760678351
13815,HA17708,Gravel or Paved Trail/Road,HA,Hartwood Acres,Hartwood Acres Park,Gravel or Paved Trail/Road,GY,Gray, , , ,http://apps.alleghenycounty.us/GIS/GRAY.png,0.66418964,,,Easy-Moderate,Gravel Service Road,Reclaimed Asphalt,Yes,{F3656F71-E301-4721-890B-9F61CA0D374C},Active Trail,0.0115837630134733
13816,HA2961, ,HA,Hartwood Acres,Hartwood Acres Park,,,,,,,,0.14466378,,,Easy,Pt_to_Pt,,,{4C3146F7-9C31-4278-B842-6A7BDB43CC67},Active Trail,0.00219609086079353
13817,HA2964, ,HA,Hartwood Acres,Hartwood Acres Park,,,,,,,,0.01913431,,,,,,,{4D5FA403-D247-4BC3-BC6F-9F9B53E36595},Active Trail,0.000287160693020699
13818,HA2967, ,HA,Hartwood Acres,Hartwood Acres Park,,,,,,,,0.01908863,,,,,,,{E95844C5-0923-4B64-98B8-8FD917EBA2A6},Active Trail,0.00035031844711516
13819,HA2968, ,HA,Hartwood Acres,Hartwood Acres Park,,,,,,,,0.11897779,,,,,,,{D371A169-016E-49FA-9D5D-313D88B04BEA},Active Trail,0.00182068037627977
13820,HA17722, ,HA,Hartwood Acres,Hartwood Acres Park,,,,,,,,0.37166877,,,,,,,{7CF0D9EB-A37D-4193-8E0D-67C727BA191E},Active Trail,0.00572235601997379
13821,HA6207, ,HA,Hartwood Acres,Hartwood Acres Park,,,,,,,,0.05100268,,,,,,,{4F1B5062-6682-4E4E-9CBB-AAA7CF710E35},Active Trail,0.000783452121237635
13822,HA17725,Paved Access to Yellow Trail,HA,Hartwood Acres,Hartwood Acres Park,Gravel or Paved Trail/Road,GY,Gray,,,,http://apps.alleghenycounty.us/GIS/GRAY.png,0.03803717,,,Easy,Access,Asphalt,,{7838D213-5D1C-468A-973E-1D7DC091E474},Active,0.000647139758289585
13823,HA862,,HA,Hartwood Acres,Hartwood Acres Park,,,,,,,,0.03391466,,,Easy-Moderate,Pt_to_Pt,,,{351201ED-E9DC-4A08-B00D-E6C4AE998474},Active,0.000565174134052922
13824,HA863,,HA,Hartwood Acres,Hartwood Acres Park,,,,,,,,0.02110482,,,Easy,Access,,,{5DB39CAC-25C0-43CC-A4CF-DB885BE82EB3},Closed,0.000379940678343374
13825,HA17728,Gravel or Paved Trail/Road,HA,Hartwood Acres,Hartwood Acres Park,Gravel or Paved Trail/Road,GY,Gray,,,,http://apps.alleghenycounty.us/GIS/GRAY.png,0.10238175,,,Easy-Moderate,Connector,Asphalt,Yes,{16B1F085-08AF-49E4-9743-FDE6D8F15F12},Active,0.0018691684143244
13826,HA23963,,HA,Hartwood Acres,Hartwood Acres Park,,,,,,,,0.04370046,,,Easy,Connector,Dirt,,{C93658D0-082B-45B3-AA4E-25F6C6F0CE02},Active,0.000744188279407681
13827,HA25178,,HA,Hartwood Acres,Hartwood Acres Park,,,,,,,,0.03199396,,,,,,,{0CE3F8CE-3337-499F-BA08-6A9990EE0235},Active,0.000513557131142148
13828,HA25179,,HA,Hartwood Acres,Hartwood Acres Park,,,,,,,,0.03547945,,,,,,,{D55891A7-9DA3-4BC1-BD26-EEB1C8A4DDB7},Active,0.000665266749931703
13829,HA2172, ,HA,Hartwood Acres,Hartwood Acres Park,,,,,,,,0.10646422,,,Easy-Moderate,,,,{A799D4A1-FE34-485B-AE6B-2DF7378CEB93},Active Trail,0.00185449854134432
13830,HA25182,Blue Loop,HA,Hartwood Acres,Hartwood Acres Park,Blue,BL,Blue, , , ,http://apps.alleghenycounty.us/GIS/BLUEbase.png,1.41826896,,,Easy,Loop,,,{C10E0E62-04E5-4F76-B5A3-3EE2657FB041},Active Trail,0.0242727470861267
13831,HA25754,,HA,Hartwood Acres,Hartwood Acres Park,,,,,,,,0.14001883,,,Easy-Moderate,Connector,Dirt,,{D95F9C96-2556-44A7-8DD8-1C8699C0EEBB},Active,0.00244294652856733
13832,HA25755,,HA,Hartwood Acres,Hartwood Acres Park,,,,,,,,0.09181802,,,Easy,Connector,Dirt,,{F1857156-F009-4151-9E63-D932BDDC53C0},Active,0.00168125374643315
13833,SP25759,Blue Access East,HA,Hartwood Acres,Hartwood Acres Park,Blue,BL,Blue,,,,http://apps.alleghenycounty.us/GIS/BLUEbase.png,0.10143583,,,Easy-Moderate,Connector,Dirt,,{CD274C06-FE80-4D14-8051-20CBB5866A8C},Active,0.00188745506410767
13834,HA25760,,HA,Hartwood Acres,Hartwood Acres Park,,,,,,,,0.12571976,,,Easy,Connector,Dirt,,{C811C37E-0BBF-4F77-8403-EFADDC16AAEE},Active,0.00232594362118015
13835,HA25761,,HA,Hartwood Acres,Hartwood Acres Park,,,,,,,,0.03242441,,,,,,,{EDCA138F-EA4E-4ED5-A7EF-1B18BDFCF620},Active,0.000499914662820064
13836,HA27573,Hartwood Mansion Sidewalk,HA,Hartwood Acres,Hartwood Acres Park,Gravel or Paved Trail/Road,GY,Gray,,,,http://apps.alleghenycounty.us/GIS/GRAY.png ,0.11892849,,,Easy-Moderate,Access,Concrete,No,{FCAE4C41-1B9F-4248-BB5D-EA36E5ECEBA7},Active,0.00187375058496003
13837,HA29592,,HA,Hartwood Acres,Hartwood Acres Park,,,,,,,,0.0297028,,,Easy,Connector,Dirt,No,{25E8D8DD-E4C9-458F-BFEE-8798A10428FD},Active,0.00051767233916875
13838,HA29595,Old Blue,HA,Hartwood Acres,Hartwood Acres Park,<Null>,<Null>,, , , ,<Null>,0.10348448,,,Easy,Connector,Dirt,,{541C8C1D-3CEE-4E97-83B2-58FC2F57B3EF},Closed,0.0018046005681033
13839,HA29992,,HA,Hartwood Acres,Hartwood Acres Park,,,,,,,,0.0448804,,,Easy,Connector,Dirt,No,{FC771D71-4A71-4A06-8AA6-26E8CFD7BC8F},Active,0.000777853679525873
13840,HA29993,,HA,Hartwood Acres,Hartwood Acres Park,,,,,,,,0.09273646,,,,Connector,Dirt,No,{1FBD4D47-31C9-4F94-A283-9620F1F5B645},Active,0.00156270480232243
13841,HA29994, ,HA,Hartwood Acres,Hartwood Acres Park,,,,,,,,0.17349678,,,,,,,{CAFBB04C-A44B-4F0B-87E7-8F6C63ECAC54},Active Trail,0.00309538176048302
13842,HA29997,,HA,Hartwood Acres,Hartwood Acres Park,,,,,,,,0.01939609,,,,Connector,Dirt,No,{DACCD3F7-18A1-4C8A-A445-A984AD375E89},Active,0.000319004437843429
13843,HA29998,,HA,Hartwood Acres,Hartwood Acres Park,,,,,,,,0.07120251,,,Easy,Connector,Dirt,No,{2CC10CE1-B523-4414-B15B-3D2D1B25C049},Active,0.00132276962145169
13844,HA29999, ,HA,Hartwood Acres,Hartwood Acres Park,,,,,,,,0.07727814,,,,,,,{B94FA4C7-5AA3-4706-B975-1E4325A069DD},Active Trail,0.00141606981864832
13845,HA30002,,HA,Hartwood Acres,Hartwood Acres Park,,,,,,,,0.01634034,,,,Connector,Dirt,No,{D6D1048D-EB25-489E-8069-6392950DB9E1},Active,0.000271921264080186
13846,HA30003,Old Blue,HA,Hartwood Acres,Hartwood Acres Park,<Null>,<Null>,, , , ,<Null>,0.01171429,,,Easy,Connector,Dirt,,{1E65F52E-3177-4579-B1E5-19ED302FBDFF},Active Trail,0.000177362228854133
13847,HA31593,Gravel or Paved Trail/Road,HA,Hartwood Acres,Hartwood Acres Park,Gravel or Paved Trail/Road,GY,Gray, , , ,http://apps.alleghenycounty.us/GIS/GRAY.png,0.83310854,,,Easy-Moderate,Connector,Asphalt,Yes,{38953186-B728-457D-98B3-4A81852DC743},Active Trail,0.0140254623717867
13848,HA31595,Gravel or Paved Trail/Road,HA,Hartwood Acres,Hartwood Acres Park,Gravel or Paved Trail/Road,GY,Gray, , , ,http://apps.alleghenycounty.us/GIS/GRAY.png,0.37013964,,,Easy,Connector,Asphalt,Yes,{BC6E5A94-0E5D-45FB-A259-AF8E9A22B987},Active Trail,0.00574156381957636
